pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,link_method,link_evidence,link_confidence,link_llm_model,outcome,outcome_phrase,outcome_confidence,out_quote_source,type,original_rank,n_originals
91f5311e6630b6617160766cbff55fd1,10.1257/rct.2987-3.0,Heterogeneity of Experimental Findings: Evidence from Real-Effort Tasks,"In this project, we consider the heterogeneity of experimental findings.For example, how sensitive are experimental results to the demographics of the sample?How do they depend on the output measure used?How critical is the experimental protocol?We consider these questions in the context of a real effort task that builds on DellaVigna and Pope ( 2018) and that we run in May and June 2018.In this 2018 experiment, we run the same group of 16 experimental treatments repeatedly, in different version.Across the different version, we consider different demographic groups, and we vary the task used, the measure of effort, and whether subjects know that the task is an experiment.We examine how much the experimental results change in response to these changes, compared to a pure replication.We also elicit which of these changes experts believe will have the most impact.In this short document, which builds on the main pre-analysis plan, we outline how we obtain expert forecasts for measures of heterogeneity of experimental results in our experiment.The document is written after the completion of the data collection for the real effort experiment on MTurk, but before the collection of the expert forecast data. ExperimentWe refer to the main pre-analysis plan for a more detailed outline of the experiment itself.In short, we run four versions of a real-effort task.Version 1 is a direct replication of the task used by DellaVigna and Pope (REStud 2018): participants press two alternating keyboard buttons ('a' and 'b') within a given time period (10 minutes) (Figure 3).There are 16 different randomly-assigned treatments with varying levels and types of incentives, of which 15 are present in DellaVigna and Pope (REStud 2018) and one is an additional treatment which combines a psychological intervention with a piece rate incentive.For example, some participants will be given bonus payments based on points scored, others will raise money for charity, and some will receive no bonus.",2018.0,Stefano DellaVigna; Andrew W. Tai,AEA Randomized Controlled Trials,,https://openalex.org/W4243290193,openalex,DellaVigna · 2018 · AEA Randomized Controlled Trials,replication,rule_based,phrase:replication of; cite:May and June 2018,high,single_original,high,10.1093/restud/rdx033,What Motivates Effort? Evidence and Expert Forecasts,2018,DellaVigna,DellaVigna · 2018,llm_fulltext,"In this project, we consider the heterogeneity of experimental findings... in the context of a real effort task that builds on DellaVigna and Pope (2018) and that we run in May and June 2018. In this 2018 experiment, we run the same group of 16 experimental treatments repeatedly.",high,gemini-3-flash-preview,uninformative,"The abstract describes a project that considers the heterogeneity of experimental findings and how sensitive results are to various factors. However, it does not state whether a specific original finding was replicated or not.",high,abstract,replication,1,1
a982b661708b00d029f3f07ddb273a81,10.1257/rct.2987,Heterogeneity of Experimental Findings: Evidence from Real-Effort Tasks,"In this project, we consider the heterogeneity of experimental findings.For example, how sensitive are experimental results to the demographics of the sample?How do they depend on the output measure used?How critical is the experimental protocol?We consider these questions in the context of a real effort task that builds on DellaVigna and Pope ( 2018) and that we run in May and June 2018.In this 2018 experiment, we run the same group of 16 experimental treatments repeatedly, in different version.Across the different version, we consider different demographic groups, and we vary the task used, the measure of effort, and whether subjects know that the task is an experiment.We examine how much the experimental results change in response to these changes, compared to a pure replication.We also elicit which of these changes experts believe will have the most impact.In this short document, which builds on the main pre-analysis plan, we outline how we obtain expert forecasts for measures of heterogeneity of experimental results in our experiment.The document is written after the completion of the data collection for the real effort experiment on MTurk, but before the collection of the expert forecast data. ExperimentWe refer to the main pre-analysis plan for a more detailed outline of the experiment itself.In short, we run four versions of a real-effort task.Version 1 is a direct replication of the task used by DellaVigna and Pope (REStud 2018): participants press two alternating keyboard buttons ('a' and 'b') within a given time period (10 minutes) (Figure 3).There are 16 different randomly-assigned treatments with varying levels and types of incentives, of which 15 are present in DellaVigna and Pope (REStud 2018) and one is an additional treatment which combines a psychological intervention with a piece rate incentive.For example, some participants will be given bonus payments based on points scored, others will raise money for charity, and some will receive no bonus.",2018.0,Stefano DellaVigna; Andrew W. Tai,AEA Randomized Controlled Trials,,https://openalex.org/W4251095153,openalex,DellaVigna · 2018 · AEA Randomized Controlled Trials,replication,rule_based,phrase:replication of; cite:May and June 2018,high,single_original,high,10.1093/restud/rdx033,What Motivates Effort? Evidence and Expert Forecasts,2018,DellaVigna,DellaVigna · 2018,llm_fulltext,"In this project, we consider the heterogeneity of experimental findings... in the context of a real effort task that builds on DellaVigna and Pope (2018) and that we run in May and June 2018. In this 2018 experiment, we run the same group of 16 experimental treatments repeatedly.",high,gemini-3-flash-preview,uninformative,"The abstract describes a project that considers the heterogeneity of experimental findings and how sensitive results are to various factors. However, it does not state whether a specific original finding was replicated or not.",high,abstract,replication,1,1
9e45738f3f32f56889e1199cd1fba466,10.1167/19.10.156,“You’re my doctor?”: Stereotype-incongruent identities impair recognition of incidental visual features,"Social stereotypes shape our judgments about people around us. What types of judgments are susceptible to such biased interference? A striking example of stereotype bias involves the treatment of people whose identities run counter to our stereotypes—as when women are assumed to be students, research assistants, or nurses rather than professors, principal investigators, or doctors. Can such stereotypes also intrude on representations that have nothing to do with the content of the stereotype in question? Here, we explore how the assumptions we make about other people can impair our ability to process completely incidental, and surprisingly low-level, aspects of their appearance—including even their location in space. We collected professional headshots of male and female physicians from a major medical institution, and asked subjects simply to indicate the direction of the depicted subject’s shoulders (left or right)—an extremely straightforward task that subjects performed with near-ceiling accuracy. The key manipulation was a cue on each trial that the upcoming image would be of a “doctor” or a “nurse”, and a regularity in the experiment such that “doctor”-labeled images tended to face one way and “nurse”-labeled images tended to face the other way. Even though the gender of the subjects was completely irrelevant to any aspect of the task, subjects were slower to judge the orientation of stereotype-incongruent people (female “doctors” and male “nurses”) than stereotype-congruent people (male “doctors” and female “nurses”), even though the images were identical in both conditions (with only the labels changing)—including in a large direct replication. Follow-up experiments without these regularities showed that this effect couldn’t be explained by the raw surprisingness of, e.g., seeing a man when expecting a nurse; instead, these results suggest that even straightforward forms of statistical learning (here, between labels and orientations) can be intruded upon by long-held social biases, and in ways that alter processing of incidental and basic visual features.",2019.0,Austin A. Baker; Jorge Morales; Chaz Firestone,Journal of Vision,,https://openalex.org/W2974117061,openalex,Baker · 2019 · Journal of Vision,replication,both,phrase:direct replication; no author-year cite | llm:“including in a large direct replication”,high,single_original,high,10.1111/j.1467-9280.2009.02449.x,Are stereotypes used to compensate for poor memory or do they actually bias memory?,2009,Blandon-Gitlin,Blandon-Gitlin · 2009,llm_fulltext,"We conducted a direct replication of Blandon-Gitlin, Pezdek, Salovey, and Steelman (2009), who found that people were less likely to recognize the eye color of a person if that person’s profession was stereotype-incongruent (e.g., a Black doctor) than if it was stereotype-congruent (e.g., a White doctor).",high,gemini-3-flash-preview,uninformative,The provided text describes the original study's methodology and aims but does not contain information about the replication attempt or its results.,high,abstract,replication,1,1
270e55b2dbc6a7419a08bb4b43742f30,10.5281/zenodo.18973410,Replication of a Quasi-Experimental Design for Measuring Adoption Rates in Nigerian Industrial Machinery Fleet Diagnostics,"{ ""background"": ""The original quasi-experimental study proposed a novel method for measuring the adoption rates of predictive diagnostics in industrial machinery fleets. Its findings, suggesting high potential uptake, have influenced maintenance policy discussions, yet its methodological robustness in a real-world operational setting required verification."", ""purpose and objectives"": ""This study aimed to replicate the original quasi-experimental design to evaluate its methodological rigour and empirical validity for measuring technology adoption in an industrial engineering context. The objective was to test the stability of the original effect estimates and the feasibility of the field implementation protocol."", ""methodology"": ""We executed a direct replication of the stepped-wedge, quasi-experimental design across a comparable sample of Nigerian industrial sites. Adoption was measured via logged system usage data. The primary analysis estimated the intervention effect using a generalised linear mixed model: $\\logit(P(Y{ij}=1)) = \\beta0 + \\beta1 T{ij} + ui + e{ij}$, where $u_i \\sim N(0, \\sigma^2)$. Robust standard errors were clustered at the site level."", ""findings"": ""The replication yielded a statistically non-significant intervention effect (OR = 1.12, 95% CI: 0.87 to 1.44), contrasting with the original study's positive finding. A key theme from implementation logs was the critical influence of intermittent electrical power supply on diagnostic system engagement, a contextual factor not fully accounted for in the original design."", ""conclusion"": ""The replication did not corroborate the original study's positive effect size, indicating that the proposed methodology may be highly sensitive to unmeasured contextual and operational variables prevalent in industrial settings."", ""recommendations"": ""Future applications of this design must incorporate more robust power infrastructure metrics and longer lead-in periods to establish baseline usage. Adoption studies for industrial technologies should prioritise hybrid methods that integrate sensor data with structured operational audits."", ""key words"": ""replication study, quasi-experimental design, technology adoption, predictive maintenance",2020.0,A E Adeyemi; Chinelo Okonkwo,Zenodo (CERN European Organization for Nuclear Research),,https://openalex.org/W7135060541,openalex,Adeyemi · 2020 · Zenodo (CERN European Organization for Nuclear Research),replication,both,"phrase:replication of; no author-year cite | llm:""This study aimed to replicate the original quasi-experimental design""",high,single_original,high,10.4314/njtd.v16i2.6,A Quasi-Experimental Design for Measuring Adoption Rates in Nigerian Industrial Machinery Fleet Diagnostics,2019,Adeyemi,Adeyemi · 2019,llm_fulltext,The original quasi-experimental study proposed a novel method for measuring the adoption rates of predictive diagnostics in industrial machinery fleets.,high,gemini-3-flash-preview,uninformative,The provided text is an abstract that describes the purpose and methodology of the replication study. It does not contain information about the actual results or whether the replication confirmed or failed to find the original effect.,high,abstract,replication,1,1
e9d9366dce9827bb668839abcc49d4ed,10.5281/zenodo.18973411,Replication of a Quasi-Experimental Design for Measuring Adoption Rates in Nigerian Industrial Machinery Fleet Diagnostics,"{ ""background"": ""The original quasi-experimental study proposed a novel method for measuring the adoption rates of predictive diagnostics in industrial machinery fleets. Its findings, suggesting high potential uptake, have influenced maintenance policy discussions, yet its methodological robustness in a real-world operational setting required verification."", ""purpose and objectives"": ""This study aimed to replicate the original quasi-experimental design to evaluate its methodological rigour and empirical validity for measuring technology adoption in an industrial engineering context. The objective was to test the stability of the original effect estimates and the feasibility of the field implementation protocol."", ""methodology"": ""We executed a direct replication of the stepped-wedge, quasi-experimental design across a comparable sample of Nigerian industrial sites. Adoption was measured via logged system usage data. The primary analysis estimated the intervention effect using a generalised linear mixed model: $\\logit(P(Y{ij}=1)) = \\beta0 + \\beta1 T{ij} + ui + e{ij}$, where $u_i \\sim N(0, \\sigma^2)$. Robust standard errors were clustered at the site level."", ""findings"": ""The replication yielded a statistically non-significant intervention effect (OR = 1.12, 95% CI: 0.87 to 1.44), contrasting with the original study's positive finding. A key theme from implementation logs was the critical influence of intermittent electrical power supply on diagnostic system engagement, a contextual factor not fully accounted for in the original design."", ""conclusion"": ""The replication did not corroborate the original study's positive effect size, indicating that the proposed methodology may be highly sensitive to unmeasured contextual and operational variables prevalent in industrial settings."", ""recommendations"": ""Future applications of this design must incorporate more robust power infrastructure metrics and longer lead-in periods to establish baseline usage. Adoption studies for industrial technologies should prioritise hybrid methods that integrate sensor data with structured operational audits."", ""key words"": ""replication study, quasi-experimental design, technology adoption, predictive maintenance",2020.0,A E Adeyemi; Chinelo Okonkwo,Open MIND,,https://openalex.org/W7135041253,openalex,Adeyemi · 2020 · Open MIND,replication,both,"phrase:replication of; no author-year cite | llm:""This study aimed to replicate the original quasi-experimental design""",high,single_original,high,10.4314/njtd.v16i2.6,A Quasi-Experimental Design for Measuring Adoption Rates in Nigerian Industrial Machinery Fleet Diagnostics,2019,Adeyemi,Adeyemi · 2019,llm_fulltext,The original quasi-experimental study proposed a novel method for measuring the adoption rates of predictive diagnostics in industrial machinery fleets.,high,gemini-3-flash-preview,uninformative,The provided text is an abstract that describes the purpose and methodology of the replication study. It does not contain information about the actual results or whether the replication confirmed or failed to find the original effect.,high,abstract,replication,1,1
1416454363de804040b1c0174fb937d7,10.5281/zenodo.18965684,Replication of a Quasi-Experimental Design for Risk Reduction Diagnostics in South African Water Treatment Systems,"{ ""background"": ""Risk reduction diagnostics in water treatment infrastructure are critical for public health, yet robust empirical methods for evaluating engineering interventions in operational settings are underdeveloped. A prior quasi-experimental study proposed a novel framework for such diagnostics, but its methodological rigour and applicability in diverse field conditions required independent verification."", ""purpose and objectives"": ""This study aimed to replicate and methodologically evaluate a quasi-experimental design for measuring the efficacy of risk reduction interventions in operational water treatment systems. The objective was to test the robustness of the original design's causal inferences and its practical implementation challenges."", ""methodology"": ""We executed a direct replication of the original stepped-wedge, quasi-experimental design across a new set of treatment facilities. The core statistical model, a generalised linear mixed model, was specified as $Y{it} = \\beta0 + \\beta T{it} + \\theta X{it} + ui + \\epsilon{it}$, where $Y{it}$ is the risk metric for facility $i$ at time $t$, $T{it}$ is the treatment indicator, and $u_i$ are facility random effects. Inference was based on cluster-robust standard errors to account for intra-facility correlation."", ""findings"": ""The replication confirmed the design's utility but revealed a significant attenuation in effect size. The estimated reduction in critical risk incidents was 18% (95% CI: 12 to 24), compared to the original study's reported 31%. Furthermore, the implementation exposed substantial logistical constraints in synchronising intervention rollout with continuous system monitoring, which introduced temporal confounding."", ""conclusion"": ""The quasi-experimental design is a viable but context-sensitive tool for engineering risk diagnostics. The replicated effect, while statistically significant, was materially smaller, highlighting how unobserved operational heterogeneities can bias treatment estimates in field applications."", ""recommendations"": ""Future applications of this design must incorporate more granular temporal controls and longer baseline periods. Practitioners should adjust expected effect sizes downwards and allocate",2016.0,Pieter van der Merwe; Thandiwe Nkosi,Zenodo (CERN European Organization for Nuclear Research),,https://openalex.org/W7134965229,openalex,Merwe · 2016 · Zenodo (CERN European Organization for Nuclear Research),replication,both,"phrase:replication of; no author-year cite | llm:""We executed a direct replication ... across a new set of treatment facilities.""",high,single_original,high,10.4314/wsa.v35i5.49192,A quasi-experimental design for risk reduction diagnostics in South African water treatment systems,2009,Momba,Momba · 2009,llm_fulltext,This study aimed to replicate and methodologically evaluate a quasi-experimental design for measuring the efficacy of risk reduction interventions in operational water treatment systems.,high,gemini-3-flash-preview,success,replicated,high,abstract,replication,1,1
fb996c29dd59acfdbf72391b207de583,10.5281/zenodo.18965683,Replication of a Quasi-Experimental Design for Risk Reduction Diagnostics in South African Water Treatment Systems,"{ ""background"": ""Risk reduction diagnostics in water treatment infrastructure are critical for public health, yet robust empirical methods for evaluating engineering interventions in operational settings are underdeveloped. A prior quasi-experimental study proposed a novel framework for such diagnostics, but its methodological rigour and applicability in diverse field conditions required independent verification."", ""purpose and objectives"": ""This study aimed to replicate and methodologically evaluate a quasi-experimental design for measuring the efficacy of risk reduction interventions in operational water treatment systems. The objective was to test the robustness of the original design's causal inferences and its practical implementation challenges."", ""methodology"": ""We executed a direct replication of the original stepped-wedge, quasi-experimental design across a new set of treatment facilities. The core statistical model, a generalised linear mixed model, was specified as $Y{it} = \\beta0 + \\beta T{it} + \\theta X{it} + ui + \\epsilon{it}$, where $Y{it}$ is the risk metric for facility $i$ at time $t$, $T{it}$ is the treatment indicator, and $u_i$ are facility random effects. Inference was based on cluster-robust standard errors to account for intra-facility correlation."", ""findings"": ""The replication confirmed the design's utility but revealed a significant attenuation in effect size. The estimated reduction in critical risk incidents was 18% (95% CI: 12 to 24), compared to the original study's reported 31%. Furthermore, the implementation exposed substantial logistical constraints in synchronising intervention rollout with continuous system monitoring, which introduced temporal confounding."", ""conclusion"": ""The quasi-experimental design is a viable but context-sensitive tool for engineering risk diagnostics. The replicated effect, while statistically significant, was materially smaller, highlighting how unobserved operational heterogeneities can bias treatment estimates in field applications."", ""recommendations"": ""Future applications of this design must incorporate more granular temporal controls and longer baseline periods. Practitioners should adjust expected effect sizes downwards and allocate",2016.0,Pieter van der Merwe; Thandiwe Nkosi,Open MIND,,https://openalex.org/W7134943187,openalex,Merwe · 2016 · Open MIND,replication,both,"phrase:replication of; no author-year cite | llm:""We executed a direct replication ... across a new set of treatment facilities.""",high,single_original,high,10.4314/wsa.v35i5.49183,A quasi-experimental design for risk reduction diagnostics in water treatment systems,2009,Momba,Momba · 2009,llm_fulltext,"A prior quasi-experimental study proposed a novel framework for such diagnostics, but its methodological rigour and applicability in diverse field conditions required independent verification.",high,gemini-3-flash-preview,success,replicated,high,abstract,replication,1,1
bbc67db880cba3593b5ec0d35be34a83,10.5281/zenodo.18970256,Replication and Methodological Evaluation of a Difference-in-Differences Model for Industrial Machinery Fleet Reliability in Tanzania,"{ ""background"": ""Difference-in-differences (DiD) models are increasingly applied in engineering asset management to evaluate the impact of interventions on system reliability. A prior study proposed a specific DiD framework for assessing maintenance policy changes on heavy machinery fleets, but its methodological robustness and applicability in a sub-Saharan African context required independent verification."", ""purpose and objectives"": ""This study aimed to replicate and critically evaluate the methodological application of a published DiD model for analysing industrial machinery fleet reliability. The objective was to assess the model's assumptions, estimation stability, and practical utility within the Tanzanian industrial sector."", ""methodology"": ""We executed a direct replication using the original model specification, $Y{it} = \\beta0 + \\beta1 \\text{Treat}i + \\beta2 \\text{Post}t + \\delta \\text{Treat}i \\cdot \\text{Post}t + \\epsilon_{it}$, on operational data from a comparable fleet. A methodological evaluation followed, testing parallel trends, conducting placebo tests, and re-estimating with cluster-robust standard errors to account for fleet-level heterogeneity."", ""findings"": ""The replication yielded a positive point estimate for the treatment effect ($\\delta = 0.18$) consistent with the original study, but the 95% confidence interval was wide and included zero. The methodological evaluation revealed a significant violation of the parallel trends assumption in the pre-intervention period, casting doubt on the causal interpretation of the estimated effect."", ""conclusion"": ""While the DiD framework is conceptually valuable for engineering management, the direct application of the specific model was not robust in this context. Key identifying assumptions were not met, suggesting the original findings may be sensitive to unobserved confounders or specific fleet characteristics."", ""recommendations"": ""Future applications of DiD in asset reliability studies must incorporate rigorous pre-testing of model assumptions and consider alternative quasi-experimental designs. Analysts should prioritise diagnostic checks over point estimates when drawing causal inferences from observational",2018.0,Grace Mushi; Rajabu Mwinyimvua; Josephine Mwita,Zenodo (CERN European Organization for Nuclear Research),,https://openalex.org/W7134989552,openalex,Mushi · 2018 · Zenodo (CERN European Organization for Nuclear Research),replication,both,"phrase:direct replication; no author-year cite | llm:""We executed a direct replication""",high,single_original,high,10.1016/j.engappai.2021.104245,A difference-in-differences model for industrial machinery fleet reliability,2021,Mshana,Mshana · 2021,llm_fulltext,This study aimed to replicate and critically evaluate the methodological application of a published DiD model for analysing industrial machinery fleet reliability.,high,gemini-3-flash-preview,success,consistent with the original,high,abstract,replication,1,1
e500cc74d36efbdd7c38048b4198f30e,10.31234/osf.io/d2eqk,Social Value Orientation and Attachment: A Replication and Extension of Van Lange et al. (1997),"We report a replication and extension of a finding from Studies 1 and 2 of Van Lange et al. (1997)'s influential paper, which showed an association between Social Value Orientation (SVO) and attachment security. We report a close replication but with measures of attachment that are considered superior in comparison to measures used by Van Lange et al. (1997), due to subsequent psychometric improvements. Psychometric analyses indeed showed that our attachment measures were reliable and valid, demonstrating theoretically predicted associations with other outcomes. With a sample (N = 879) sufficiently large to detect d = .19 (and larger than the original N = 573), we failed to replicate the effect. Based on the available evidence, we interpret as there being no evidence for the link between attachment security and Social Value Orientation, but further replication research that uses solid measures and large samples can provide more definite conclusions about the association between attachment and SVO.",2018.0,Hans IJzerman; Jaap J. A. Denissen,,,https://openalex.org/W4235945023,openalex,IJzerman · 2018,replication,rule_based,phrase:failed to replicate; cite:Lange et al. (1997),high,single_original,high,10.1037/0022-3514.73.4.733,"Development of prosocial, individualistic, and competitive orientations: Theory and evidence for neighboring effects",1997,Van Lange,Lange · 1997,llm_fulltext,"We report a replication and extension of a finding from Studies 1 and 2 of Van Lange et al. (1997)'s influential paper, which showed an association between Social Value Orientation (SVO) and attachment security.",high,gemini-3-flash-preview,failure,failed to replicate,high,abstract,replication,1,1
c411097e4b4c332edf12505c4c661c25,10.31234/osf.io/b9drz,"Frequency estimation and semantic ambiguity do not eliminate conjunction bias, when it occurs: Replication and extension of Mellers, Hertwig, and Kahneman (2001)","Mellers, Hertwig, and Kahneman (2001) conducted an adversarial collaboration to try and resolve Hertwig’s contested view that frequency formats eliminate conjunction effects, and that conjunction effects are largely due to semantic ambiguity. We conducted a pre-registered well-powered very close replication (N = 1032), testing two personality profiles (Linda and James) in a four conditions between-subject design comparing unlikely and likely items to ""and"" and ""and are"" conjunctions. Linda profile findings were in support of conjunction effect and consistent with Tversky and Kahneman’s (1983) arguments for a representative heuristic. We found no support for semantic ambiguity. Findings for James profile were a likely failed replication, with no conjunction effect. We provided additional tests addressing possible reasons, in line with later literature suggesting conjunction effects may be context-sensitive. We discuss implications for research on conjunction effect, and call for further well-powered pre-registered replications and extensions of classic findings in judgment and decision-making.",2020.0,Subramanya Prasad Chandrashekar; Yat Hin Cheng‎; fong chi long brian; Leung Ying Chit; Wong Yui Tung; Boley Cheng; Gilad Feldman,,,https://openalex.org/W4242588946,openalex,Chandrashekar · 2020,replication,rule_based,"phrase:replication and extension; cite:Mellers, Hertwig, and Kahneman (2001)",high,single_original,high,10.1111/1467-9280.00347,Do frequency representations eliminate conjunction effects? An exercise in adversarial collaboration,2001,Mellers,Mellers · 2001,llm_fulltext,"Mellers, Hertwig, and Kahneman (2001) conducted an adversarial collaboration to try and resolve Hertwig’s contested view... We conducted a pre-registered well-powered very close replication (N = 1032).",high,gemini-3-flash-preview,mixed,"Linda profile findings were in support of conjunction effect and consistent with Tversky and Kahneman’s (1983) arguments for a representative heuristic. Findings for James profile were a likely failed replication, with no conjunction effect.",high,abstract,replication,1,1
69d409ab5c43ba2ce78646753d0e6e05,10.3389/fpsyg.2019.01601,"Does Really One in Ten Believe Capital Punishment Exists in a Contemporary European Community Country? An Endorsed, Prereviewed, Preregistered Replication Study and Meta-Analysis","Background: Till et al. (2016) reported that in an Austrian sample approximately one in ten respondents incorrectly believed that Austria still practices, or recently practiced, the death penalty, and that there is a positive association between the amount of weekly television viewing and this gross misperception of the Austrian justice system. Methods: An endorsed, prereviewed, preregistered close replication attempt (N = 597) served to test the veracity of these reported effects. This was coupled with an conceptual extension part, which (a) investigated the potential influence of watching American crime series, (b) accounted for further possible confounds, and (c) tested the generalizability of the effect of television viewing to online streaming. Results: Online survey data (N = 597) replicated the one-in-ten prevalence of incorrect answers with the 5-item death penalty questionnaire used in the original study, but not, when asking directly about Austria’s death penalty practices (prevalence: 0.3%). Younger age, but not the amount of television viewing or online streaming, suggestibility, or preferred TV genre turned consistently predicted incorrect answers in the death penalty questionnaire. Incorrect answers were Mokken-scalable (i.e., formed a common scale, complying with a nonparametric item response model) and were highly consistent. In contrast to the replication study results, a small meta-analysis of all available evidence (3 studies, including the present replication) suggested that the aggregate effect of television viewing nominally was significant, albeit small. Conclusion: The replication study yielded mixed results, which indicate a high prevalence of beliefs that there is capital punishment in a country without death penalty probably is due to a faultily designed questionnaire and thus a research artifact. Also, positive associations of television viewing with such beliefs likely are only small at best.",2019.0,Magdalena Boch; Ulrich S. Tran; Martin Voracek,Frontiers in Psychology,,https://openalex.org/W2962823064,openalex,Boch · 2019 · Frontiers in Psychology,replication,rule_based,phrase:preregistered replication; cite:Till et al. (2016),high,single_original,high,10.3389/fpsyg.2016.00346,Does Really One in Ten Believe Capital Punishment Exists in a Contemporary European Community Country? Television Consumption and Misperceptions of the Austrian Justice System,2016,Till,Till · 2016,llm_fulltext,"Till et al. (2016) reported that in an Austrian sample approximately one in ten respondents incorrectly believed that Austria still practices, or recently practiced, the death penalty... An endorsed, prereviewed, preregistered close replication attempt (N = 597) served to test the veracity of these reported effects.",high,gemini-3-flash-preview,mixed,mixed results,medium,abstract,replication,1,1
ddae6777e8ce767983068a9050ffbea9,10.1027/1618-3169/a000461,The “Mnemonic Time-Travel Effect”,"This registered report aims at replicating the so-called ""mnemonic time-travel"" effect. Aksentijevic, Brandt, Tsakanikos, and Thorpe (2019) reported that memory was improved when their participants experienced backward motion before a memory test in comparison to when they experienced forward motion or no motion. This finding was interpreted as suggesting that backward motion brought individuals back to the moment of encoding. In the original study, the mnemonic time-travel effect was robustly found with various types of backward motion (real, simulated, and imagined). Such a spectacular finding calls for a preregistered replication. To determine the robustness of the effect, we performed a close replication of Experiment 4 of Aksentijevic et al. in which the mnemonic time-travel effect was most pronounced. Despite sufficient statistical power to detect an even considerably smaller effect than the one reported by Aksentijevic et al., we found no significant differences among the different motion conditions. The present results thus disconfirm the idea that experiencing backward motion improves memory which suggests that the empirical robustness of the mnemonic time travel effect should be further scrutinized before any conclusions about mnemonic space and time can be drawn.",2019.0,Laura Mieth; Raoul Bell; Axel Buchner,Experimental Psychology (formerly Zeitschrift für Experimentelle Psychologie),,https://openalex.org/W2996572241,openalex,Mieth · 2019 · Experimental Psychology (formerly Zeitschrift für Experimentelle Psychologie),replication,rule_based,"phrase:replication of; cite:Aksentijevic, Brandt, Tsakanikos, and Thorpe (2019)",high,single_original,high,10.1016/j.cognition.2018.10.007,It takes me back: The mnemonic time-travel effect,2019,Aksentijevic,Aksentijevic · 2019,llm_fulltext,"Aksentijevic, Brandt, Tsakanikos, and Thorpe (2019) reported that memory was improved when their participants experienced backward motion before a memory test in comparison to when they experienced forward motion or no motion.",high,gemini-3-flash-preview,mixed,smaller effect,medium,abstract,replication,1,1
ea542b9198463b0f1be1af0c526cc2c3,10.31234/osf.io/kfgr8,Small procedural differences matter: Conceptual and direct replication attempts of the communication-intervention effect on infants’ false-belief ascriptions,"The current replication crisis in experimental psychology has also called into question findings regarding infants’ early false-belief understanding. It is, however, debated whether non-replications might be due procedural differences between replication attempts and original studies. The current set of studies aimed to shed light on this question by trying to replicate a violation-of-expectation study by Song, Onishi, Baillargeon and Fisher (2008). This task seemed especially important since it addressed not only the question whether or not infants hold false-belief assumptions but whether they update them given informative verbal input. Studies 1a and 1b failed to replicate the original findings conceptually. Study 2 – which followed the original procedure more closely – replicated the original finding regarding informative interventions. However, the same effect was found with so-called uninformative statements. We argue that theoretically, children should update their expectations when communication takes place and that other, more subtle features of a task might influence infants’ performance. Overall, the current set of studies emphasizes that direct replication attempts for single studies need to follow the original design and procedure as closely as possible.",2020.0,Cornelia Schulze; David Buttelmann,,,https://openalex.org/W4253414207,openalex,Schulze · 2020,replication,rule_based,"phrase:direct replication; cite:Song, Onishi, Baillargeon and Fisher (2008)",high,single_original,high,10.1016/j.cognition.2008.08.008,Can an agent's false belief be corrected by an appropriate communication? Psychological reasoning in 18-month-old infants,2008,Song,Song · 2008,llm_fulltext,"The current set of studies aimed to shed light on this question by trying to replicate a violation-of-expectation study by Song, Onishi, Baillargeon and Fisher (2008).",high,gemini-3-flash-preview,failure,failed to replicate,high,abstract,replication,1,1
e918366942d5f1cbb121b8c4ac31e651,10.31234/osf.io/bjmyx,Replication of Wilkins &amp;amp; Kaiser (2014),"In three studies, Wilkins and Kaiser (2014) found that both chronic and experimental salience of racial progress increased perceptions of anti-White bias only among people high in status-legitimizing beliefs (SLBs). We conducted four preregistered high-powered replications of this research. Studies 1, 2, and 3a were close replications of Studies 1 – 3, respectively. Study 3b was a close replication that included an additional experimental condition. Contrary to the original findings, none of the four expected interaction effects tested were statistically significant in the predicted direction, and only one of the four survived a “small telescopes” analysis. We provide additional tests addressing whether changing social contexts explain our failures to replicate, with mixed conclusions.",2017.0,Jarret T. Crawford; Shreya Vodapalli; Ryan Stingel; John Ruscio,,,https://openalex.org/W4230164836,openalex,Crawford · 2017,replication,rule_based,phrase:replication of; cite:Wilkins and Kaiser (2014),high,single_original,high,10.1177/0956797613508412,Racial progress as threat to the status hierarchy: Implications for perceptions of anti-White bias,2014,Wilkins,Wilkins · 2014,llm_fulltext,"In three studies, Wilkins and Kaiser (2014) found that both chronic and experimental salience of racial progress increased perceptions of anti-White bias only among people high in status-legitimizing beliefs (SLBs).",high,gemini-3-flash-preview,failure,"Contrary to the original findings, none of the four expected interaction effects tested were statistically significant in the predicted direction, and only one of the four survived a “small telescopes” analysis.",high,abstract,replication,1,1
