pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,link_method,link_evidence,link_confidence,link_llm_model,doi_o_verification,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
116f2024f666d55a51e53e8e4ad779ba,10.5430/jms.v8n1p28,Assessing the Generalizability of Managerial Discretion: An Empirical Investigation in the Arab World,"The purpose of this paper is to examine the generalizability of national-level managerial discretion and to assess whether the national context play a role in changing mainstream research findings. Based on a sample of three Arabian countries and using a panel of prominent cross-cultural scholars who provided 138 discretion scores for the sampled countries, we replicate the national framework of Crossland and Hambrick (2011) in a new cultural context. The cultural dimensions were measured via survey responses of 375 middle-managers based on House et al. (2004) cultural practices scale. Consistent with Crossland and Hambrick (2011), we demonstrate that individualism and uncertainty tolerance have the same positive effect on CEOs discretion even in a different cultural setting. In contrast, we show that power distance has a positive and significant effect on managerial discretion. Our results indicate that executives can take idiosyncratic and bold actions to the extent to which the cultural environment allows them to do so. Accordingly, we contribute by showing the importance of the national setting in affecting the generalizability of discretion findings.",2017.0,Moustafa Haj Youssef; Ioannis Christodoulou,Journal of Management and Strategy,https://doi.org/10.5430/jms.v8n1p28,https://openalex.org/W2583720989,openalex,Youssef · 2017 · Journal of Management and Strategy,replication,rule_based,phrase:we replicate; cite:House et al. (2004),high,single_original,low,10.1002/smj.913,Differences in managerial discretion across countries: how nation‐level institutions affect the degree to which ceos matter,2010.0,Crossland,Crossland · 2010,author_year_match,,high,,verified,mixed,"Consistent with Crossland and Hambrick (2011), we demonstrate that individualism and uncertainty tolerance have the same positive effect on CEOs discretion even in a different cultural setting. In contrast, we show that power distance has a positive and significant effect on managerial discretion.",high,abstract,"The authors explicitly state that two cultural dimensions were consistent with the original findings, while a third dimension (power distance) yielded a contrasting result.",replication,1,1
f02acde1d96ee338c425f5e2cbbf466a,10.1080/17588928.2017.1372406,"Modulation of the earliest visual evoked potential by attention: now you see it, now you don’t","Baumgartner and colleagues (this issue) report a replication of an ERP study by Kelly, Gomez-Ramirez, and Foxe (2008). Unlike the original authors, they failed to observe a significant modulation of the C1 by visuo-spatial attention. They conclude that initial afferent processing in V1 is impermeable to visuo-spatial attention. Although their study, like any replication effort, is valuable and important, there are some uncertainties at the methodological and statistical levels suggesting that the absence of evidence is not evidence of absence in the present case.",2017.0,Gilles Pourtois; Valentina Rossi; Patrik Vuilleumier; Karsten Rauss,Cognitive Neuroscience,https://doi.org/10.1080/17588928.2017.1372406,https://openalex.org/W2745376174,openalex,Pourtois · 2017 · Cognitive Neuroscience,replication,rule_based,phrase:replication of; cite:Foxe (2008),high,single_original,low,10.1093/cercor/bhn022,Spatial Attention Modulates Initial Afferent Activity in Human Primary Visual Cortex,2008.0,Kelly,Kelly · 2008,author_year_match,,high,,verified,failure,"Unlike the original authors, they failed to observe a significant modulation of the C1 by visuo-spatial attention. They conclude that initial afferent processing in V1 is impermeable to visuo-spatial attention.",high,abstract,The abstract explicitly states that the replication study failed to observe the significant effect reported in the original study and concluded that the phenomenon is impermeable to the tested variable.,replication,1,1
a264977ffd896382ffce61e26735d093,10.58379/lzzz5040,Interaction in a paired oral assessment: Revisiting the effect of proficiency,"Paired oral assessments have gained increasing popularity as a method of assessing speaking skills (East, 2015; Galaczi, 2014). Several advantages have been associated with this method, including practicality and authenticity (Taylor, 2003). Nevertheless, concerns have also been raised in terms of the interlocutor effect in paired speaking tests, particularly in regard to the interlocutor’s oral proficiency (e.g., Norton, 2005). The present study reports on an approximate replication of Davis (2009), who looked at the effect of interlocutor proficiency on paired speaking assessments. The current study compared the oral performance of 24 university students in two different pairing conditions: once paired with a partner of the same proficiency level and once with a partner of a different proficiency level. Results of this replication study partially confirmed Davis’s (2009) results. There were only minimal differences in test-takers’ scores between both conditions. A multi-facet Rasch analysis confirmed these results indicating that the pairing conditions were equivalent in difficulty. There were, however, observable differences in the quantity of talk depending on the interlocutor’s proficiency. Unlike Davis (2009), this study found that low-proficiency test-takers produced fewer words when paired with high-proficiency partners. Even though the number of words produced by test takers was affected by their partner’s proficiency, their performance scores remained constant.",2016.0,Young‐A Son,Studies in Language Assessment,https://doi.org/10.58379/lzzz5040,https://openalex.org/W4377005008,openalex,Son · 2016 · Studies in Language Assessment,replication,rule_based,phrase:replication of; cite:Davis (2009),high,single_original,low,,THE CAMBRIDGE APPROACH TO SPEAKING ASSESSMENT,2003.0,taylor,taylor · 2003,author_year_match,Original has no registered DOI (https://openalex.org/W2271631149),medium,,no_doi,mixed,Results of this replication study partially confirmed Davis’s (2009) results. There were only minimal differences in test-takers’ scores between both conditions.,high,abstract,The abstract explicitly states that the results 'partially confirmed' the findings of the study it was replicating (Davis 2009).,replication,1,1
e99668fcf196fd16da48817dd6f4fdb3,10.18061/emr.v10i4.4883,Pattern and Variation in the Timing of Aksak Meter: Commentary on Goldberg,"In a chronometric timing study of percussive accompaniment in two recorded live performances from south-eastern Europe, Daniel Goldberg (2015) focuses on timing variations that relate to several levels of grouping structure and musical form. This commentary puts the target study into the context of performance timing research, confirms its empirical validity by a replication of core findings using a slightly different chronometric protocol, and finds a systematic variation of same-category durations within each bar, suggesting that a metric timing pattern (London 2012) might play a role. Finally, I argue that Goldberg’s analysis speaks of both variation and stability of performance timing patterns. While this statement is near banal, it cannot be easily explained, in the studied context of an asymmetric 3-beat/7-subdivisions aksak meter ( | x . . x . x . | ), by contemporary conceptualizations of the cognitive processes that constitute reference frameworks for musical rhythm performance and perception (e.g., metric projection, beat induction, or dynamic attending).",2016.0,Rainer Polak,Empirical Musicology Review,https://doi.org/10.18061/emr.v10i4.4883,https://openalex.org/W2343907173,openalex,Polak · 2016 · Empirical Musicology Review,replication,rule_based,phrase:replication of; cite:el Goldberg (2015),high,single_original,low,10.1525/mp.2012.30.2.205,Distortions in Reproduction of Two-Interval Rhythms: When the “Attractor Ratio” Is Not Exactly 1:2,2012.0,Repp,Repp · 2012,author_year_match,,high,,verified,success,"confirms its empirical validity by a replication of core findings using a slightly different chronometric protocol, and finds a systematic variation of same-category durations within each bar, suggesting that a metric timing pattern (London 2012) might play a role.",high,abstract,The abstract explicitly states that the study confirms the empirical validity of the target study's core findings through a replication.,replication,1,1
81e322150414133a2c6377a4dd4f3959,10.17507/tpls.0604.02,Motivational Strategies and EFL Teachers’ Perceptions: A Saudi Survey,"The present study is only the second one of this kind in the Saudi context. As a first stage of the study, 117 EFL teachers with varying demographic characteristics (age, qualifications, teaching experience and the like) rated 55 motivational micro strategies on 5-point scales, which were then grouped into 10 macro strategies in accordance with previous research. Since the present study is a modified replication of previous studies, the expectation that the ranking of strategies in the Saudi context will match to a degree the rankings found by researchers elsewhere in the world was borne out - four of the macro strategies that came out in the top five scales in this study were ranked in the top five scales in three other studies conducted by Dörnyei and Csizér (1998) in Hungary, Cheng and Dörnyei (2007) in Taiwan, and Alrabai (2010) in Saudi Arabia. The order in which the macro strategies were ranked in the present research differed from the ranking order found previously, including Alrabai’s (2010) in the Saudi context. Unlike in any previous research, however, when inferential statistical analyses were applied on the collected data, statistically significant differences in the ranking order of the macro strategies emerged as a function of the respondents’ qualifications and length of teaching experience. The results may have implications for teacher training and the research design of future investigations into the effects of the motivational strategies deployed by teachers on student motivation and FL achievement.",2016.0,Saleh Mohammad Ali Alqahtani,Theory and Practice in Language Studies,https://doi.org/10.17507/tpls.0604.02,https://openalex.org/W2342579201,openalex,Alqahtani · 2016 · Theory and Practice in Language Studies,replication,rule_based,"phrase:replication of; cite:Hungary, Cheng and Dörnyei (2007)",high,single_original,low,10.1177/136216889800200303,Ten commandments for motivating language learners: results of an empirical study,1998.0,Dörnyei,Dörnyei · 1998,author_year_match,,high,,verified,mixed,"the expectation that the ranking of strategies in the Saudi context will match to a degree the rankings found by researchers elsewhere in the world was borne out - four of the macro strategies that came out in the top five scales in this study were ranked in the top five scales in three other studies conducted by Dörnyei and Csizér (1998) in Hungary, Cheng and Dörnyei (2007) in Taiwan, and Alrabai (2010) in Saudi Arabia. The order in which the macro strategies were ranked in the present research differed from the ranking order found previously, including Al…",high,abstract,"The authors report that while the membership of the top five macro strategies largely matched the original findings, the specific ranking order of those strategies differed.",replication,1,1
8a4b2610ecfeb833e0dfb007110f0a8a,10.1002/jeab.169,Emergent identity but not symmetry following successive olfactory discrimination training in rats,"The search for symmetry in nonhuman subjects has been successful in recent studies in pigeons (e.g., Urcuioli, 2008). The key to these successes has been the use of successive discrimination procedures and combined training on identity, as well as arbitrary, baseline relations. The present study was an effort to extend the findings and theoretical analysis developed by Urcuioli and his colleagues to rats using olfactory rather than visual stimuli. Experiment 1 was a systematic replication of Urcuioli's (2008) demonstration of symmetry in pigeons. Rats were exposed to unreinforced symmetry probes following training with two arbitrary and four identity conditional discriminations. Response rates on symmetry probe trials were low and provided little evidence for emergent symmetry in any of the seven rats tested. In Experiment 2, a separate group of six rats was trained on four identity relations and was then exposed to probe trials with four novel odor stimuli. Response rates were high on identity probe trials, and low on nonmatching probe trials. The similar patterns of responding on baseline and probe trials that were shown by most rats provided a demonstration of generalized identity matching. These findings suggest that the development of stimulus control topographies in rats with olfactory stimuli may differ from those that emerge in pigeons with visual stimuli. Urcuioli's (2008) theory has been highly successful in predicting conditions necessary for stimulus class formation in pigeons, but may not be sufficient to fully understand determinants of emergent behaviors in other nonhuman species.",2015.0,Ashley Prichard; Danielle Panoz‐Brown; Katherine Bruce; Mark Galizio,Journal of the Experimental Analysis of Behavior,https://doi.org/10.1002/jeab.169,https://openalex.org/W1899136917,openalex,Prichard · 2015 · Journal of the Experimental Analysis of Behavior,replication,rule_based,phrase:replication of; cite:Urcuioli's (2008),high,single_original,low,10.1901/jeab.2008.90-257,"ASSOCIATIVE SYMMETRY, ANTISYMMETRY, AND A THEORY OF PIGEONS' EQUIVALENCE‐CLASS FORMATION",2008.0,Urcuioli,Urcuioli · 2008,author_year_match,,high,,verified,failure,Experiment 1 was a systematic replication of Urcuioli's (2008) demonstration of symmetry in pigeons. Response rates on symmetry probe trials were low and provided little evidence for emergent symmetry in any of the seven rats tested.,high,abstract,The authors explicitly state that their systematic replication of Urcuioli's (2008) symmetry demonstration failed to find evidence for emergent symmetry in the tested population.,replication,1,1
355fb036ccbb4c4e2bbe432a10137fe4,10.1080/00036846.2015.1068925,Isolating the systematic and unsystematic components of a single stock’s (or portfolio’s) standard deviation: a comment,"In an article that recently appeared in this journal, Marshall (2015) argued that the systematic component of the SD of a stock or of a portfolio of stocks is its beta scaled by the SD of the market returns. She also contended that the beta mispredicts the actual systematic risk of a stock or of a portfolio of stocks. In this article, I dispute this conclusion, showing that it has been induced by an imperfection in the construction of the empirical application and by some misinterpretations of the results. A corrected replication of the empirical study of Marshall (2015) is provided, along with some comments. I conclude that both the beta and the systematic component in Marshall (2015) are effective measures of systematic risk.",2015.0,Fabio Pizzutilo,Applied Economics,https://doi.org/10.1080/00036846.2015.1068925,https://openalex.org/W2166693072,openalex,Pizzutilo · 2015 · Applied Economics,replication,rule_based,phrase:replication of; cite:Marshall (2015),high,single_original,low,10.1080/00036846.2014.959652,Isolating the systematic and unsystematic components of a single stock’s (or portfolio’s) standard deviation,2014.0,Marshall,Marshall · 2014,author_year_match,,high,,verified,failure,"In this article, I dispute this conclusion, showing that it has been induced by an imperfection in the construction of the empirical application and by some misinterpretations of the results. A corrected replication of the empirical study of Marshall (2015) is provided, along with some comments.",high,abstract,The author explicitly disputes the original study's conclusion that beta mispredicts systematic risk and provides a corrected replication that contradicts the original findings.,replication,1,1
9d6f9df195c9a66d3bd73bec55fa3f4a,10.1108/jpbm-03-2014-0512,Examining the brand name – mark relationship in emerging markets,"Purpose – The purpose of this research is to investigate whether the brand name–mark sound symbolism relationship extends beyond US marketplaces to emerging markets. Sound symbolism research indicates that consistent brand name meaning can be conveyed across international marketplaces. Yet, prior work has not investigated whether visual branding elements provide consistent meaning across such contexts. Design/methodology/approach – To contrast effects across international contexts, we replicate both studies of Klink (2003) with bilingual subjects in Mumbai, India. Study 1 examined whether the sound symbolic relationship between brand name and brand mark holds in this emerging market. Study 2 investigated whether both the brand name and brand mark together can enhance brand meaning in this context. Findings – Study 1 finds support for the relationship between higher-frequency brand names and brand marks that are angular and smaller in size, with limited support regarding color. Study 2 finds a significant effect for brand marks and a marginally significant effect for brand names on conveying intended meaning. Originality/value – The authors confirm the relationship between the brand mark and brand name; however, color meaning may be less universal than prior theory and research indicates. In addition, the effect of the brand name on conveying sound symbolism meaning may be less important than visual branding elements in emerging markets. Hence, future research may wish to include additional branding elements in experimental stimuli when testing sound symbolism theory.",2014.0,Richard R. Klink; Gerard A. Athaide,Journal of Product & Brand Management,https://doi.org/10.1108/jpbm-03-2014-0512,https://openalex.org/W2156303393,openalex,Klink · 2014 · Journal of Product & Brand Management,replication,rule_based,phrase:we replicate; cite:Klink (2003),high,single_original,low,10.1023/a:1027476132607,Creating Meaningful Brands: The Relationship Between Brand Name and Brand Mark,2003.0,Klink,Klink · 2003,author_year_match,,high,,verified,mixed,"Study 1 finds support for the relationship between higher-frequency brand names and brand marks that are angular and smaller in size, with limited support regarding color.",high,abstract,"The abstract indicates that while some aspects of the original study's findings were supported (shape and size), others received only limited support (color).",replication,1,1
f9398e6633d1c75d587cb38582a55b8b,10.1002/jae.2392,"R&amp;D, Innovation and Knowledge Spillovers: A Reappraisal of Bottazzi and Peri (2007) in the Presence of Cross-Sectional Dependence","Bottazzi and Peri (Economic Journal 2007; 117: 486–511) show the existence of a cointegrating relationship between the domestic stock of knowledge, domestic R&D and the international knowledge stock for a panel of OECD countries and interpret it as evidence supporting the semi-endogenous versus the endogenous growth theory. We replicate the baseline specification of their study and we show that main results are robust to the use of a different estimation strategy (Bai et al., Journal of Econometrics 2009; 149: 82–99) that duly takes into account cross-sectional correlation: interestingly, in this case we also find a larger role for knowledge spillovers. Copyright © 2014 John Wiley & Sons, Ltd.",2014.0,Anna Bottasso; Carolina Castagnetti; Maurizio Conti,Journal of Applied Econometrics,https://doi.org/10.1002/jae.2392,https://openalex.org/W1480838154,openalex,Bottasso · 2014 · Journal of Applied Econometrics,replication,rule_based,phrase:we replicate; cite:Bottazzi and Peri (2007),high,single_original,low,10.1111/j.1468-0297.2007.02027.x,The International Dynamics of R&amp;D and Innovation in the Long Run and in the Short Run,2007.0,Bottazzi,Bottazzi · 2007,author_year_match,,high,,verified,success,"We replicate the baseline specification of their study and we show that main results are robust to the use of a different estimation strategy (Bai et al., Journal of Econometrics 2009; 149: 82–99) that duly takes into account cross-sectional correlation: interestingly, in this case we also find a larger role for knowledge spillovers.",high,abstract,"The authors explicitly state that the main results of the original study are robust to a different estimation strategy, confirming the original findings.",replication,1,1
5febe4f15885fc8357f5a9ab63765fe1,10.13140/2.1.2370.9763,Trajectory Effects in a Novel Serial Reaction Time Task,"The serial reaction time (SRT) task, which measures how participants' keypress responses speed up as a repeating stimulus sequence is learned, is popular in implicit and motor learning research, and may help us understand the basic learning mechanisms underlying the acquisition of complex skills (e.g., riding a bike).However, complex action sequences are not simple stimulus-response chains, but rather require representing sequential context in order to learn.Moreover, human actions are continuous, temporally-extended movements that are not fully measured in the discrete button presses of the SRT task.Using a novel movement adaptation of the SRT task in which spatial locations are both stimuli and response options, participants were trained to move the mouse cursor to a continuous sequence of stimuli.We replicate the Nissen and Bullemer (1987) RT results with the trajectory SRT paradigm and show sequential context effects-predictive bends in response trajectories-that promise to reveal cognitive processes underlying sequential action learning.",2014.0,George Kachergis; Floris Berends; Roy de Kleijn; Bernhard Hommel,eScholarship (California Digital Library),https://escholarship.org/uc/item/0p03k63r,https://openalex.org/W2408292934,openalex,Kachergis · 2014 · eScholarship (California Digital Library),replication,rule_based,phrase:we replicate; cite:Nissen and Bullemer (1987),high,single_original,low,10.1016/0010-0285(87)90002-8,Attentional requirements of learning: Evidence from performance measures,1987.0,Nissen,Nissen · 1987,author_year_match,,high,,verified,success,We replicate the Nissen and Bullemer (1987) RT results with the trajectory SRT paradigm and show sequential context effects-predictive bends in response trajectories-that promise to reveal …,high,abstract,The authors explicitly state that they replicated the reaction time results of the original Nissen and Bullemer (1987) study using their novel trajectory-based paradigm.,replication,1,1
e635e35b1c3d0afdef0b8516595c95dc,10.47197/retos.v0i22.34582,Actitudes hacia la obesidad de los estudiantes de Magisterio de la Universidad de Huelva (Attitude toward obesity showed by the teacher-training pupils of the University of Huelva),"El presente estudio analiza la actitud hacia la obesidad y el sobrepeso que presenta el alumnado de primer y tercer curso de magisterio de la Universidad de Huelva (N=299) comparando los estudiantes de educación física (N=123) con los de educación infantil y primaria (N=176). Este planteamiento supone una réplica de la investigación efectuada por O’Brien, Hunter y Banks (2006), quienes compararon la actitud hacia la obesidad entre un grupo de estudiantes de educación física y otro de psicología. Para medir la actitud hacia la obesidad se emplearon instrumentos explícitos e implícitos. También, se aplicó un cuestionario de hábitos físico-deportivos. Los resultados confirman que todo el alumnado presenta una actitud negativa hacia la obesidad y el sobrepeso, siendo mayor en los estudiantes de educación física, y dentro de estos mayores entre el alumnado de tercer curso. Por otro lado, el alumnado que muestra más interés hacia el deporte, así como aquellos estudiantes que practican más deportes, poseen una actitud más negativa hacia la obesidad y el sobrepeso que aquellos estudiantes a los que no les interesa o no practican deporte.Palabras clave: obesidad, prejuicios, imagen corporal, deporte, educación física.Abstract: The present study analyses the attitude toward the obesity and the overweight that show the pupils of first and third course of the University of Huelva (N= 299) comparing the students of physical education (N= 123) with the students of kindergarten and primary education (N= 176). This design supposes a replication of the investigation made by O’Brien, Hunter and Banks (2006), who compared the attitude toward the obesity between one group of students of physical education and another group that studies psychology. In order to measure the attitude toward the obesity, explicit and implicit instruments, together with a questionnaire of physical-sport habits were used. The results confirm that all the pupils present a negative attitude toward the obesity and the overweight, being higher in the students of physical education, and among these higher in the pupils of third course. On the other hand, the pupils that show more interest toward the sport, and those students that practice more sports, possess a higher negative attitude toward the obesity and the overweight that those students that are not interested in or don’t practice sport.Key words: obesity, prejudice, body image, sport, physical education.",2012.0,Juan Gago Sampedro; Inmaculada Tornero Quiñones; José Carmona Márquez; Ángela Sierra Robles,Retos,https://doi.org/10.47197/retos.v0i22.34582,https://openalex.org/W2153114630,openalex,Sampedro · 2012 · Retos,replication,rule_based,"phrase:replication of; cite:Brien, Hunter and Banks (2006)",high,single_original,low,10.1038/sj.ijo.0803398,"Implicit anti-fat bias in physical educators: physical attributes, ideology and socialization",2006.0,O’Brien,O’Brien · 2006,author_year_match,,high,,verified,success,"Los resultados confirman que todo el alumnado presenta una actitud negativa hacia la obesidad y el sobrepeso, siendo mayor en los estudiantes de educación física, y dentro de estos mayores entre el alumnado de tercer curso.",high,abstract,"The authors explicitly state that their results confirm a negative attitude toward obesity among all students, with the bias being significantly higher in physical education students, which replicates the core finding of the original O'Brien (2006) study.",replication,1,1
0247d28b8ab908619914376277ca84d1,10.17645/si.v6i2.1395,"The Muslim Employment Gap, Human Capital, and Ethno-Religious Penalties: Evidence from Switzerland","In Europe, Muslims are more likely to be unemployed than non-Muslims. Many studies try to explain this employment gap by human capital and contextual factors on the one hand, and by ethno-religious penalties (discrimination due to religious affiliation, religiosity, or migration factors) on the other. In these studies, it is normally assumed that human capital mediates the effect of Muslim affiliation, and that controlling for human capital will therefore reduce the odds for Muslims of being unemployed. We replicate the well-known study by Connor and Koenig (2015) along these lines, using the most recent and representative Swiss data from 2014 (N = 16,487). Our key result is that Muslim affiliation does not mediate, but actually moderates, the effect of human capital on unemployment. We find a powerful interaction in that Muslims both with a very low and a very high level of education are disproportionally often unemployed. This is important because it means that raising the human capital of Muslims will not automatically lessen, but may instead actually widen, the employment gap. We discuss possible theoretical mechanisms that might explain this finding.",2018.0,Anaïd Lindemann; Jörg Stolz,Social Inclusion,https://doi.org/10.17645/si.v6i2.1395,https://openalex.org/W2809299469,openalex,Lindemann · 2018 · Social Inclusion,replication,rule_based,phrase:we replicate; cite:Connor and Koenig (2015),high,single_original,low,10.1016/j.ssresearch.2014.08.001,Explaining the Muslim employment gap in Western Europe: Individual-level effects and ethno-religious penalties,2014.0,Connor,Connor · 2014,author_year_match,,high,,verified,failure,"Our key result is that Muslim affiliation does not mediate, but actually moderates, the effect of human capital on unemployment. We find a powerful interaction in that Muslims both with a very low and a very high level of education are disproportionally often unemployed.",high,abstract,"The authors explicitly state that the mediation effect assumed in the original study was not found and was instead replaced by a moderation effect, contradicting the original finding's mechanism.",replication,1,1
0da9ff9463dddea6a35c8c70ca129d23,10.1037/xlm0000491,A spacing account of negative recency in final free recall.,"The well-known recency effect in immediate free recall reverses when subjects attempt to recall items studied and tested on a series of prior lists, as in the final-free-recall procedure (Craik, 1970). In this case, the last few items on each list are actually remembered less well than are the midlist items. Because dual-store theories of recall naturally predict negative recency, this phenomenon has long been cited as evidence favoring these models. In a final-free-recall study, we replicate the negative-recency effect for the within-list serial position curve and the positive-recency effect for the between-list serial position curve. Whereas we find prominent negative recency for items recalled early in the initial recall period, this effect is markedly reduced for items recalled later in the recall period. When considering initial recall as a second presentation of studied items, we find that the probability of final free recall increases as the number of items between initial presentation and initial recall increases. These results suggest that negative recency may reflect the beneficial effects of spaced practice, in which end-of-list items recalled early constitute massed repetitions and end-of-list items recalled late are spaced repetitions. To help distinguish between the spacing account and the prevailing dual-store, rehearsal-based account, we examined negative recency in continual-distractor free recall. Contrary to the dual-store account, but in accord with the spacing account, we find robust negative recency in continual-distractor free recall, which is greater for those items recalled early in output. (PsycINFO Database Record",2018.0,Joel R. Kuhn; Lynn J. Lohnas; Michael J. Kahana,Journal of Experimental Psychology Learning Memory and Cognition,https://doi.org/10.1037/xlm0000491,https://openalex.org/W2797713613,openalex,Kuhn · 2018 · Journal of Experimental Psychology Learning Memory and Cognition,replication,rule_based,"phrase:we replicate; cite:Craik, 1970",high,single_original,low,10.1016/s0022-5371(70)80042-1,The fate of primary memory items in free recall,1970.0,Craik,Craik · 1970,author_year_match,,high,,verified,success,"In a final-free-recall study, we replicate the negative-recency effect for the within-list serial position curve and the positive-recency effect for the between-list serial position curve.",high,abstract,"The authors explicitly state that they replicate the negative-recency effect, which is the primary phenomenon identified in the original Craik (1970) study.",replication,1,1
ca84138659768b51536f30e803e32f7e,10.1108/rausp-06-2018-0036,Effects of the management control system in unethical behaviors,"Purpose This study investigates which dimensions of the management control system (MCS) increase the perception of organizational justice and reduce unethical behavior in the perception of managers. The purpose of this paper is to validate the theoretical model of the study of Langevin and Mendoza (2012), testing the theoretical hypotheses formulated by the authors. Design/methodology/approach A survey was performed in companies listed among the Best and Largest of Exame Magazine, and the sample is composed of 102 respondents of the research, which consists of 41 assertions. Findings The results of the structural equation modeling show that the definition of objectives increases the perception of procedural justice, but the same was not observed regarding the remuneration of the managers. Likewise, disregarding aspects that are uncontrollable by managers in performance evaluation does not lead to the perception of procedural and distributive justice. However, feedback quality leads to the understanding that the MCS is fair. Perception of procedural and distributive justice was also observed in the use of multiple measures of performance by the company. Research limitations/implications Other factors that have not been investigated may interfere with and contribute to the reduction of unethical behavior (budget slack and data manipulation). Originality/value The only variable that interferes in the reduction of unethical behavior is feedback quality. The non-confirmation of all the hypotheses instigates the replication of the research in other contexts for empirical validation of the theoretical model of Langevin and Mendoza (2012).",2018.0,Luciana Klein; Ilse María Beuren; Delci Dal Vesco,RAUSP Management Journal,https://doi.org/10.1108/rausp-06-2018-0036,https://openalex.org/W2892865020,openalex,Klein · 2018 · RAUSP Management Journal,replication,rule_based,phrase:replication of; cite:Langevin and Mendoza (2012),high,single_original,low,10.1016/j.emj.2012.12.001,How can management control system fairness reduce managers’ unethical behaviours?,2012.0,Langevin,Langevin · 2012,author_year_match,,high,,verified,mixed,"The results of the structural equation modeling show that the definition of objectives increases the perception of procedural justice, but the same was not observed regarding the remuneration of the managers. Likewise, disregarding aspects that are uncontrollable by managers in performance evaluation does not lead to the perception of procedural and distributive justice.",high,abstract,"The abstract explicitly reports that while the definition of objectives supported the original model's predictions, other factors like remuneration and uncontrollable aspects failed to produce the expected effects on justice perceptions.",replication,1,1
2e9bd5e9ff70055871be1b6675c4f6e6,10.1080/17524032.2018.1462225,The Fukushima Accident and Public Perceptions About Nuclear Power Around the Globe – A Challenge &amp; Response Model,"We examine the impact of the Fukushima accident (March 2011) on global public perceptions of nuclear power. We contrast conceptually and empirically two models, an event & effect (EE) model [Kim, Y., Kim, M., & Kim, W. (2013). Effect of Fukushima nuclear disaster on global public acceptance of nuclear energy. Energy Policy, 61, 822–828] and our own challenge & response (CR) model. We replicate Kim et al. (2013), who modelled retrospective opinion changes on a set of “objective” predictors, using historical opinion data 1996–2016 for 23+ countries. The EE model shows little explanatory power for opinion shifts beyond nuclear dependency in the energy mix. We argue that individual and societal responses to nuclear accidents are constrained by cultural memories, and introduce the alternative CR model. Memory, both individual and collective, is primarily adaptive and makes available schematic information to deal with uncertain and novel situations. The CR model explains better the responses to Fukushima with memory factors of “Past Responses to Nuclear Incidents”, of “Nuclear Renaissance” and “Long-term levels of Acceptance”. We are able to typify 23 countries according to their characteristic pattern of cultural memory and their Fukushima responses.",2018.0,Martín W. Bauer; Sigurd Anders Gylstorff; Emil Bargmann Madsen; Niels Mejlgaard,Environmental Communication,https://doi.org/10.1080/17524032.2018.1462225,https://openalex.org/W2808360433,openalex,Bauer · 2018 · Environmental Communication,replication,rule_based,phrase:we replicate; cite:Kim et al. (2013),high,single_original,low,10.1016/j.enpol.2013.06.107,Effect of the Fukushima nuclear disaster on global public acceptance of nuclear energy,2013.0,Kim,Kim · 2013,author_year_match,,high,,verified,mixed,"We replicate Kim et al. (2013), who modelled retrospective opinion changes on a set of “objective” predictors, using historical opinion data 1996–2016 for 23+ countries. The EE model shows little explanatory power for opinion shifts beyond nuclear dependency in the energy mix.",high,abstract,"The authors indicate that the original model (EE model) had limited explanatory power, confirming only one aspect (nuclear dependency) while finding the rest of the model's predictors insufficient.",replication,1,1
45892e8c546615681aeed85ae4b646d3,10.31234/osf.io/473kd,The misattribution of emotions and the error-related negativity: a Registered Report,"A growing body of work in social and affective neuroscience suggests that emotion plays an instrumental role in error monitoring processes, rather than only a moderating one. High-powered replications of studies that support this idea, however, are lacking. Here, we attempted a preregistered replication of our own study that had provided evidence for the functional role of emotions in error monitoring: that a neural signal of error monitoring—the error-related negativity—is reduced when participants undergo a misattribution of arousal procedure (Inzlicht &amp;amp; Al-Khindi, 2012). Like a previous replication attempt (Rodilla, Beauducel, &amp;amp; Leue, 2016), our misattribution procedure failed to reduce the amplitude of the ERN. However, it also failed its manipulation check to reduce state anxiety, limiting the conclusions we can draw. Nonetheless, these findings are consistent with the view that our original study may have been a false positive. We discuss these findings in the context of the replication crisis in psychology and of work on the emotional properties of the ERN.",2018.0,Nathaniel Elkins‐Brown; Blair Saunders; Michael Inzlicht,,https://doi.org/10.31234/osf.io/473kd,https://openalex.org/W4230446662,openalex,Elkins‐Brown · 2018,replication,rule_based,"phrase:replication of; cite:Khindi, 2012",high,single_original,low,10.3389/fnhum.2016.00475,Error-Related Negativity and the Misattribution of State-Anxiety Following Errors: On the Reproducibility of Inzlicht and Al-Khindi (2012),2016.0,Rodilla,Rodilla · 2016,author_year_match,,high,,verified,failure,"Like a previous replication attempt (Rodilla, Beauducel, & Leue, 2016), our misattribution procedure failed to reduce the amplitude of the ERN. However, it also failed its manipulation check to reduce state anxiety, limiting the conclusions we can draw.",high,abstract,The authors explicitly state that the misattribution procedure failed to replicate the original effect on the ERN and conclude that the original study may have been a false positive.,replication,1,1
